SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
IRL.1.0.0.0.UWCH,IRL,1,0,0,0,UWCH,Ireland,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-IEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1957,26.333,29.2983,32.6634,36.89,42.0234,46.8818,50.0478,54.4561,59.1158,65.697,72.2421,79.0197,81.1727,74.0079,69.3927,71.2874,71.9831,73.0981,76.0193,80.8749,86.2576,92.2682,98.2066,106.113,105.8009,116.9642,128.1978,141.9414,152.2281,161.3135,170.3256,,,,,,,
GRC.1.0.0.0.UWCH,GRC,1,0,0,0,UWCH,Greece,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-GRD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.78551,29.29993,33.41842,37.06032,40.57054,43.24168,46.49595,53.23576,58.38809,62.93804,67.10657,71.96251,77.48139,81.55498,83.32944,80.7851,74.51001,68.02582,62.44411,62.7259,61.08961,62.2873,62.68006,64.94743,66.76889,63.88783,68.76247,71.98341,76.07056,80.41357,83.72484,86.95963,,,,,,,
ESP.1.0.0.0.UWCH,ESP,1,0,0,0,UWCH,Spain,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-ESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.776,232.359,251.723,270.507,290.469,316.194,337.037,358.872,380.331,405.923,435.771,472.346,509.674,545.966,532.347,529.664,516.615,485.265,472.17,478.355,499.098,510.128,530.477,553.097,588.298,564.228,607.322,659.547,720.012,770.5856,811.3587,845.417,,,,,,,
FRA.1.0.0.0.UWCH,FRA,1,0,0,0,UWCH,France,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-FRF,21.051,23.523,26.587,30.423,33.864,36.559,39.429,42.612,47.817,54.736,62.077,70.045,78.245,89.987,107.637,127.078,147.692,167.982,190.176,216.163,248.109,281.934,323.527,355.305,381.581,404.877,426.507,445.385,472.195,502.19,535.403,560.052,580.584,591.346,604.251,626.51,644.157,661.048,683.809,716.624,756.569,790.134,823.344,847.426,877.086,910.004,948.603,986.182,1016.892,1020.108,1047.231,1080.757,1106.494,1126.342,1146.065,1164.37,1186.46,1224.305,1254.365,1266.614,1219.148,1311.369,1406.533,1480.498,1532.315,1569.287,1607.151,,,,,,,
HRV.1.0.0.0.UWCH,HRV,1,0,0,0,UWCH,Croatia,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-HRK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.12108,8.09858,9.35807,10.6718,11.40506,12.24356,12.56265,13.9638,15.44458,16.47312,17.50569,18.88979,20.85558,22.48021,22.35696,21.75805,21.70434,21.58266,21.29664,21.4251,22.01623,22.88457,24.03998,25.64377,26.60316,26.43462,28.39786,32.54148,38.20666,NA,NA,NA,,,,,,,
ITA.1.0.0.0.UWCH,ITA,1,0,0,0,UWCH,Italy,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-ITL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4355,120.8891,140.6488,161.4615,180.1221,200.9312,217.4211,235.242,257.9465,282.0557,313.846,343.947,360.231,367.29,375.809,380.8794,406.3847,425.7405,424.1179,439.081,456.5205,481.3047,503.7567,524.84,544.1696,567.9357,593.3899,616.1552,637.551,633.18,642.3559,651.6846,643.7851,637.1497,639.5164,653.734,669.634,687.2236,708.1927,724.4686,683.2295,743.2214,789.4795,830.6633,877.9644,912.212,939.5783,,,,,,,
CYP.1.0.0.0.UWCH,CYP,1,0,0,0,UWCH,Cyprus,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-CYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14997,3.32131,3.55414,3.71593,3.96853,4.2618,4.55714,4.78771,5.27465,5.7648,6.43314,6.94796,7.63036,8.45187,8.96124,9.29443,9.58035,9.43606,8.37571,7.8882,7.91909,8.22911,8.81282,9.52041,10.5421,10.55063,11.37112,12.66357,13.49564,14.46355,15.10683,15.71541,,,,,,,
LVA.1.0.0.0.UWCH,LVA,1,0,0,0,UWCH,Latvia,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-LVL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04485,0.08826,0.53479,0.98646,1.33376,1.66706,2.11364,2.34869,2.55004,2.71816,2.89551,3.09511,3.33092,3.80672,4.40088,5.76887,7.43717,10.35971,12.12422,9.23214,8.14051,8.50409,9.26781,9.97147,10.75835,11.51298,12.12677,12.98473,14.36153,15.4377,15.42165,16.26395,18.25729,21.04125,22.89101,23.80665,24.63988,,,,,,,
LTU.1.0.0.0.UWCH,LTU,1,0,0,0,UWCH,Lithuania,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-LTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9015,3.65417,4.47165,5.34532,5.40322,5.23541,5.42083,5.86673,6.48343,7.42027,8.66531,10.4323,12.45029,14.48173,12.03175,11.68595,12.46138,13.01214,13.80457,14.61713,15.67282,16.9743,18.51574,20.34404,22.57307,23.76926,26.89292,31.32318,35.68598,39.26162,41.81409,43.90382,,,,,,,
LUX.1.0.0.0.UWCH,LUX,1,0,0,0,UWCH,Luxembourg,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-LUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1652,6.3743,6.6647,6.9032,7.3899,8.0383,8.4994,8.9585,9.2518,9.6948,10.1831,10.8436,11.5651,12.2246,12.5668,13.0133,14.0046,14.4033,15.0878,15.8088,16.474,17.0834,18.3158,19.648,20.6795,21.9447,23.0847,25.0276,27.4839,28.08013,29.9872,31.51045,,,,,,,
HUN.1.0.0.0.UWCH,HUN,1,0,0,0,UWCH,Hungary,01 Revenue,Compensation of employees: households and NPISH ,Mrd HUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2609.64,3145.4,3888.45,4584.83,5020,5919.92,6923.73,7703.34,8712.25,9612,10444.67,11121.13,11754.07,12404.16,12037.62,12235.49,12788.38,13482.41,14026.46,14759.29,15533.66,16524.7,17782.58,19193.1,21148.55,21296.01,23115.92,27617.03,31768.94,35898.15,38741.66,41658.83,,,,,,,
MLT.1.0.0.0.UWCH,MLT,1,0,0,0,UWCH,Malta,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-MTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40081,1.51456,1.57345,1.6633,1.74229,1.81341,1.951,2.03632,2.1487,2.20012,2.25902,2.39398,2.52701,2.70867,2.76793,2.89462,3.09772,3.24376,3.46165,3.70799,4.09355,4.48969,4.87591,5.55656,6.07413,6.32646,6.79904,7.40086,8.01954,NA,NA,NA,,,,,,,
NLD.1.0.0.0.UWCH,NLD,1,0,0,0,UWCH,Netherlands,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-NLG,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.713,31.779,36.551,40.974,47.513,55.15,62.361,69.308,75.815,82.218,88.532,93.908,95.971,98.829,100.137,100.617,104.413,108.977,112.828,115.917,119.509,127.241,135.174,142.893,147.049,150.741,165.549,172.067,181.661,194.496,209.564,226.622,239.098,250.877,257.224,260.649,264.671,272.71,285.399,300.816,304.975,305.637,313.045,317.458,318.63,322.673,324.905,336.082,347.248,364.769,384.348,397.812,414.812,444.475,478.41,514.359,540.5522,562.7446,,,,,,,
AUT.1.0.0.0.UWCH,AUT,1,0,0,0,UWCH,Austria,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-ATS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.0792,92.2195,93.7606,97.2595,100.7646,104.424,106.5569,108.4976,110.9086,113.5923,117.085,122.7625,128.9791,136.0622,136.7572,139.2747,144.5546,150.3028,154.2875,157.8777,162.4287,168.7428,174.4237,182.8874,190.3557,190.0649,199.164,214.6742,231.4646,248.4711,257.3492,265.677,,,,,,,
POL.1.0.0.0.UWCH,POL,1,0,0,0,UWCH,Poland,01 Revenue,Compensation of employees: households and NPISH ,Mrd PLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.89,54.079,68.811,96.022,137.036,177.122,220.463,258.662,285.01,311.055,331.223,329.061,336.27,356.332,377.849,405.872,452.048,506.925,526.483,560.926,594.509,618.439,630.623,657.194,681.978,721.612,767.326,829.599,900.906,943.34,1014.328,1151.29,1296.16,1450.881,1540.062,1627.658,,,,,,,
PRT.1.0.0.0.UWCH,PRT,1,0,0,0,UWCH,Portugal,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-PTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.7792,44.8333,48.6528,53.2381,57.1223,61.8807,65.4983,68.4759,69.9424,72.3681,75.7439,77.8913,81.257,83.8489,83.7147,85.2218,82.0476,75.7985,76.678,76.885,78.8613,81.5683,86.185,91.9359,97.5062,97.5695,104.679,114.9122,127.6545,137.5433,143.8468,150.0126,,,,,,,
ROM.1.0.0.0.UWCH,ROM,1,0,0,0,UWCH,Romania,01 Revenue,Compensation of employees: households and NPISH ,Mrd RON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0443,0.0954,0.2432,0.7207,1.6294,2.7481,4.1286,7.8818,14.1229,19.1455,32.0672,48.9989,60.6055,74.0201,91.3896,115.7129,135.6171,152.407,203.6354,185.4783,186.3774,190.5009,199.3341,208.5239,226.0179,240.3182,281.7039,330.8298,377.7966,427.2961,435.7449,467.2888,536.3728,624.314,711.3606,788.1413,867.1716,,,,,,,
SVN.1.0.0.0.UWCH,SVN,1,0,0,0,UWCH,Slovenia,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-SIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.701,6.38532,7.00403,7.6159,8.38648,9.46602,10.67209,11.71608,12.6402,13.68646,14.47346,15.47089,16.9386,18.61702,18.56117,18.82263,18.73515,18.34226,17.9613,18.31711,18.88861,19.96299,21.24754,22.89711,24.72243,25.50624,27.82121,29.97451,33.18097,35.5194,37.72191,39.64107,,,,,,,
SVK.1.0.0.0.UWCH,SVK,1,0,0,0,UWCH,Slovakia,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-SKK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07766,9.35018,10.67184,11.5923,11.97073,13.27402,14.13597,15.37886,16.65462,17.75653,19.88797,21.88843,24.09504,25.9994,25.54214,26.42083,27.44638,28.34165,29.02991,30.10185,31.93759,33.49597,36.26237,39.22264,41.95925,42.68687,44.91168,48.36279,53.09026,56.6405,59.92563,63.10525,,,,,,,
FIN.1.0.0.0.UWCH,FIN,1,0,0,0,UWCH,Finland,01 Revenue,Compensation of employees: households and NPISH ,Mrd EURO-FIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.949,11.51,12.447,13.135,15.033,17.596,20.345,22.544,24.975,27.754,30.924,33.185,36.126,39.955,44.711,48.833,48.929,46.31,43.81,44.575,47.371,49.432,52.156,56.376,59.816,63.742,67.358,69.402,70.992,73.896,77.65,81.533,86.048,91.721,90.615,92.695,97.146,100.347,101.201,101.526,102.673,104.422,105.138,109.158,112.665,110.748,118.004,126,132.274,132.4187,136.9439,141.4156,,,,,,,
SWE.1.0.0.0.UWCH,SWE,1,0,0,0,UWCH,Sweden,01 Revenue,Compensation of employees: households and NPISH ,Mrd SEK,40.686,45.015,50.046,54.963,60.867,67.539,75.03,80.686,86.194,94.085,105.533,115.068,125.833,135.421,152.65,179.039,205.755,227.774,250.678,274.787,303.732,329.25,351.936,379.265,416.782,458.668,497.429,538,584.217,654.584,746.057,782.332,784.062,762.51,801.861,837.463,887.434,928.055,930.684,987.823,1088.498,1165.742,1206.71,1247.35,1288.59,1334.07,1401.792,1517.762,1599.654,1602.165,1651.076,1746.132,1817.91,1872.049,1945.417,2021.499,2110.984,2208.065,2335.392,2424.892,2450.547,2598.923,2756.347,2944.687,3065.387,3178.783,3302.695,,,,,,,
GBR.1.0.0.0.UWCH,GBR,1,0,0,0,UWCH,United Kingdom,01 Revenue,Compensation of employees: households and NPISH ,Mrd GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.644,253.495,282.733,312.196,332.772,343.955,354.55,366.756,383.329,402.339,435.947,457.744,495.041,531.695,565.884,579.701,610.907,652.359,690.264,730.244,779.415,795.041,786.799,806.337,824.033,839.62,872.596,894.388,924.431,961.255,999.065,1041.569,1087.082,1094.695,1155.892,1240.602,1343.172,1406.301,1455.522,1493.365,,,,,,,
TUR.1.0.0.0.UWCH,TUR,1,0,0,0,UWCH,Turkey,01 Revenue,Compensation of employees: households and NPISH ,Mrd TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.8461,315.0937,372.2321,439.234,506.5736,590.1862,682.6108,838.0833,944.3101,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
ISL.1.0.0.0.UWCH,ISL,1,0,0,0,UWCH,Iceland,01 Revenue,Compensation of employees: households and NPISH ,Mrd ISK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.155,418.688,450.069,475.479,519.63,582.308,681.449,780.422,816.206,750.66,789.468,866.838,924.592,1008,1065.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
NOR.1.0.0.0.UWCH,NOR,1,0,0,0,UWCH,Norway,01 Revenue,Compensation of employees: households and NPISH ,Mrd NOK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.463,134.345,151.001,170.518,190.506,206.437,225.19,249.882,282.046,317.49,337.732,341.699,354.005,370.344,384.986,393.801,414.51,439.712,471.615,510.849,561.074,598.416,631.102,670.749,705.522,722.276,757.742,803.824,876.725,969.335,1060.835,1093.194,1129.151,1202.489,1281.981,1353.57,1409.604,1453.862,1484.085,1531.605,1608.122,1697.973,1706.656,1816.62,NA,NA,NA,NA,NA,,,,,,,
CHE.1.0.0.0.UWCH,CHE,1,0,0,0,UWCH,Switzerland,01 Revenue,Compensation of employees: households and NPISH ,Mrd CHF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.9134,203.5872,210.673,213.8732,216.2531,225.9923,226.5057,229.676,233.9792,238.7364,247.8848,261.5537,268.5557,269.4333,271.4446,279.7759,290.0607,304.9899,319.8467,327.0381,328.5867,339.7451,347.6164,354.9794,359.7615,366.6151,370.8521,375.4996,383.6546,394.582,390.0083,406.6878,428.9876,443.4766,NA,NA,NA,,,,,,,
JPN.1.0.0.0.UWCH,JPN,1,0,0,0,UWCH,Japan,01 Revenue,Compensation of employees: households and NPISH ,Mrd JPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129497.8,140219.9,148172.1,155782,164342.6,171887.9,179163.3,185400.9,196182.1,210203.2,227342.6,245595,253578.4,259075.4,261624.5,266002.9,270690.3,278751.3,274572.1,269252.2,269889.6,266603.6,257433.1,255180,255963.4,260594.3,265191.6,266616.2,266805.9,253797.8,251175,251584,251650.1,253333.1,257520.7,260613.9,267401.2,272101.5,281350.2,286892.4,283186.5,288745.4,295384.9,305428,317645.1,325586.2,333725.9,,,,,,,
