SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
DNK.1.0.99.0.DXGT,DNK,1,0,99,0,DXGT,Denmark,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,1.4031,1.4382,1.547,1.776,1.9732,2.1621,2.2901,2.376,2.5571,2.9486,3.2781,3.5132,3.9286,5.0742,6.4694,7.0231,8.1499,8.8194,9.3289,10.7219,12.1923,14.4097,15.7166,18.0325,20.1899,22.3726,21.501,22.1675,23.2055,25.19,26.7392,28.3268,31.6936,30.674,33.488,36.6847,38.0375,43.449,43.7185,47.1908,55.5353,57.732,60.8025,58.7981,61.966,68.4195,73.716,75.2801,79.4961,67.3814,72.747,80.3622,83.3365,83.5395,83.9119,86.0603,86.1366,90.7562,92.9133,99.2373,95.0276,106.5333,125.309,126.2583,132.4886,137.6954,142.7617,,,,,,,
DEU.1.0.99.0.DXGT,DEU,1,0,99,0,DXGT,Germany,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.843,331.466,324.573,359.052,396.925,409.705,452.269,485.021,509.982,597.455,638.282,651.259,664.392,731.479,780.415,882.532,964.038,983.255,803.012,949.629,1058.897,1090.53,1088.071,1125.034,1195.823,1205.489,1281.865,1320.732,1330.414,1209.208,1384.144,1593.285,1561.708,1567.633,1605.881,1672.482,,,,,,,
D_W.1.0.99.0.DXGT,D_W,1,0,99,0,DXGT,West Germany,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,10.8075,11.8866,12.3985,13.6622,15.1569,16.7245,18.8202,20.4129,24.1445,28.4214,33.4456,37.2604,41.1917,54.7498,74.759,72.5525,91.2589,103.3476,111.5219,125.0936,137.6448,157.4473,179.8972,190.1665,217.4723,240.9067,215.3964,254.8967,273.3205,309.5975,312.8409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
EST.1.0.99.0.DXGT,EST,1,0,99,0,DXGT,Estonia,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27312,0.68728,1.10266,1.40674,1.6356,2.58501,2.8938,2.2386,3.4447,3.6978,3.6421,4.0028,4.7688,6.2017,7.7192,8.0335,8.47,6.487,8.7429,12.0033,12.5207,12.2879,12.0829,11.5751,11.8974,12.8779,14.4223,14.3819,14.2741,18.2531,21.2764,18.1966,17.90442,18.64502,19.6267,,,,,,,
IRL.1.0.99.0.DXGT,IRL,1,0,99,0,DXGT,Ireland,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,0.4024,0.4722,0.4552,0.5122,0.5814,0.5852,0.6403,0.7372,0.7746,0.8707,1.0125,1.2455,1.4317,1.7285,2.2277,2.5597,2.9623,3.8541,4.4596,5.2325,6.1039,6.8816,8.1971,9.6518,12.2176,13.5278,12.8706,13.859,15.8737,18.9445,18.6669,19.5452,21.6741,24.9199,28.6291,33.8181,37.6473,47.0426,57.3812,66.8413,83.8168,92.4912,93.3433,81.9972,84.2415,88.142,86.5925,88.6852,85.4769,83.1145,88.6605,91.5544,92.4803,87.9341,91.217,111.259,118.2303,121.7596,139.6373,151.5155,157.8285,161.2047,203.4317,193.8273,200.6682,207.747,218.2174,,,,,,,
GRC.1.0.99.0.DXGT,GRC,1,0,99,0,DXGT,Greece,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,0.1922,0.20893,0.23182,0.27108,0.28884,0.3066,0.37951,0.46487,0.45486,0.54198,0.63,0.63278,0.77644,1.18045,1.70202,1.84805,2.28344,2.41254,2.64893,2.83188,3.72256,3.80285,4.38317,4.95744,6.1028,5.97896,5.74166,5.65837,4.59082,6.83626,6.3336,6.99758,7.27206,7.76525,7.4055,8.4258,9.1972,9.9868,9.6934,10.3861,12.6784,12.763,12.1212,12.5165,13.3661,14.8569,17.1308,19.3175,21.2277,18.0154,21.1611,24.2423,27.4784,27.223,27.0851,25.7536,25.4457,28.8627,33.4723,33.8647,30.8009,39.9718,55.7621,50.93693,51.8055,54.06203,57.18483,,,,,,,
ESP.1.0.99.0.DXGT,ESP,1,0,99,0,DXGT,Spain,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,0.6864,0.6661,0.6861,0.688,0.8917,0.8824,1.1731,1.2988,1.5434,1.8548,2.3371,2.805,3.3901,4.1876,5.9185,6.1833,7.8056,8.957,10.2959,13.286,14.8809,18.2156,20.9225,22.1683,29.8622,31.7726,27.6447,29.6183,34.1123,39.6524,43.7349,48.6848,49.3401,53.5693,61.6264,74.3845,84.1589,88.8469,99.8791,97.9851,124.7842,130.2582,132.9178,138.0364,146.8147,154.8465,170.2109,184.8212,191.3877,162.9901,191.9119,220.2233,229.8022,239.3105,244.2873,254.5995,262.0412,283.0946,293.4588,298.3369,269.5211,321.4349,394.8969,391.4948,399.1456,417.0234,433.8444,,,,,,,
FRA.1.0.99.0.DXGT,FRA,1,0,99,0,DXGT,France,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,6.4892,6.7542,6.8657,7.5387,8.3847,9.3746,10.1887,10.6845,12.3483,14.965,17.7045,19.8605,23.5777,29.759,38.7742,42.8065,51.1104,56.9519,62.2973,73.4631,83.3351,95.3415,98.7132,106.6737,123.6792,133.273,126.9927,128.5628,142.6485,162.88,169.9866,175.2679,182.5483,185.2639,202.2858,229.3496,239.6266,266.4314,285.9995,305.4287,354.7108,361.0756,350.8028,346.5692,363.4583,372.5006,394.9251,408.3271,418.9828,348.0355,395.0871,428.5007,442.6434,437.1507,437.7861,456.5147,453.0757,473.8145,492.9642,509.9479,427.2363,494.9488,589.7104,599.7144,586.6231,611.235,644.0517,,,,,,,
HRV.1.0.99.0.DXGT,HRV,1,0,99,0,DXGT,Croatia,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33383,3.5817,3.54178,3.5535,3.81963,4.06438,NA,NA,NA,5.1878,5.4643,6.4537,7.0696,8.2515,9.0042,9.5851,7.5158,8.9054,9.5825,9.6285,9.5314,10.4313,11.6635,12.4892,14.2013,14.7507,15.3501,15.0225,18.5208,24.2843,23.06634,23.80226,24.88407,26.24436,,,,,,,
ITA.1.0.99.0.DXGT,ITA,1,0,99,0,DXGT,Italy,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,3.4425,3.9144,4.3559,4.7102,5.5225,6.689,7.5041,8.1648,9.8718,11.4871,12.8973,14.3754,16.5309,18.0356,25.5597,28.0761,33.3151,39.7084,44.0013,52.6994,55.7931,67.4369,75.0144,81.7046,92.9155,103.5685,99.4194,100.7935,108.6944,127.7876,133.8864,136.8919,136.7414,143.7652,159.6316,177.987,197.7216,211.9983,219.2515,221.0206,260.4132,272.9899,269.0634,264.6157,284.4133,299.9231,332.0131,364.7439,369.0155,291.7335,337.4076,375.9041,390.1823,390.2328,398.8704,412.2914,417.2691,449.1293,465.3256,480.3521,436.7177,520.771,626.1693,626.132,622.3822,649.416,680.58,,,,,,,
CYP.1.0.99.0.DXGT,CYP,1,0,99,0,DXGT,Cyprus,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,0.050558,0.045909,0.053748,0.0573,0.053467,0.06403,0.073097,0.077009,0.085335,0.094736,0.104345,0.110314,0.119268,0.139589,0.132803,0.12117,0.22651,0.289338,0.267323,0.330454,0.381237,0.503697,0.555416,0.565419,0.725663,0.623798,0.500193,0.513069,0.592136,0.737418,0.74172,0.786992,0.789688,0.752755,0.808372,0.939428,1.113393,1.10069,0.952184,0.3912,0.435,0.4859,0.4494,0.4213,0.7618,1.1773,1.0617,1.017,1.11,0.9014,1.0576,1.3061,1.354,1.5204,2.3733,2.9608,2.6807,2.9044,4.2514,3.079,2.697,3.3165,4.1548,4.133923,4.53054,4.733757,4.929474,,,,,,,
LVA.1.0.99.0.DXGT,LVA,1,0,99,0,DXGT,Latvia,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73279,0.88844,0.83203,0.9814,1.12148,1.47271,1.61563,1.6167,2.023,2.2338,2.4167,2.5571,3.2231,4.1486,4.9019,6.0622,6.8971,5.522,7.1905,9.4326,10.9837,10.8929,11.0949,11.08,11.1116,12.4694,13.7033,14.0348,14.2661,17.6509,22.955,20.90849,20.45005,21.08353,22.03447,,,,,,,
LTU.1.0.99.0.DXGT,LTU,1,0,99,0,DXGT,Lithuania,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53096,0.98949,1.7056,2.06855,2.58406,3.40601,3.31,2.5845,3.8547,4.7811,5.5369,6.158,7.4777,9.49,11.2631,12.5093,16.077,11.7969,15.6505,20.1511,23.0476,24.5445,24.3614,22.9038,22.6068,26.4105,28.2711,29.6234,28.6483,34.4747,44.3126,39.43905,40.27043,42.30811,44.66467,,,,,,,
LUX.1.0.99.0.DXGT,LUX,1,0,99,0,DXGT,Luxembourg,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6968,9.0709,10.8965,10.802,11.755,13.0632,15.394,18.3369,16.7335,17.4697,15.2987,14.1805,14.9903,14.6586,13.8681,14.4009,15.4604,14.2597,13.9729,13.8832,14.6733,12.1132,14.2084,16.5065,15.87307,15.35243,16.22382,17.07763,,,,,,,
HUN.1.0.99.0.DXGT,HUN,1,0,99,0,DXGT,Hungary,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,NA,NA,NA,NA,NA,NA,NA,NA,1.2967,1.5197,1.6888,1.7638,2.1421,2.7212,3.3056,3.6425,4.4067,5.1049,4.9857,5.7872,6.2123,7.8216,8.9729,9.7752,10.8547,11.1949,9.3051,8.2773,8.4094,8.788,7.533,8.0471,8.2644,7.3422,8.9007,9.8328,10.3522,16.8424,20.5206,23.4867,30.5245,33.9833,36.5029,38.0961,44.6714,50.588,59.9358,69.6093,73.7722,59.5124,72.0242,80.6835,80.6117,80.9452,83.2662,88.8462,92.0736,100.7525,105.5729,110.5787,105.4284,119.912,144.218,148.748,141.0479,145.3748,156.8521,,,,,,,
MLT.1.0.99.0.DXGT,MLT,1,0,99,0,DXGT,Malta,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,0.009941,0.012555,0.01131,0.013086,0.018041,0.02206,0.02664,0.025497,0.031879,0.03743,0.037702,0.043054,0.059869,0.079944,0.112308,0.133796,0.20474,0.25298,0.268794,0.309595,0.348847,0.402669,0.419449,0.408146,0.499915,0.523295,0.506367,0.523752,0.590023,0.766144,0.884644,1.041792,1.185772,1.156377,1.308616,1.462821,1.370721,1.449543,1.645462,1.8558,2.6559,2.0339,2.1445,1.9914,2.0235,1.928,2.2265,2.5078,2.367,2.0488,2.7048,3.1508,3.3079,2.7526,2.2056,2.355,2.8792,2.5245,2.7045,2.8392,2.4794,2.5932,3.1015,3.222029,3.411613,3.600069,3.765729,,,,,,,
NLD.1.0.99.0.DXGT,NLD,1,0,99,0,DXGT,Netherlands,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,3.7938,3.9912,4.2587,4.612,5.3916,5.9412,6.3011,6.8359,8.1049,9.7467,11.5072,13.337,14.97,19.5465,27.5249,28.2429,35.8946,38.3316,39.3533,46.4819,53.1072,61.5732,67.6983,72.692,83.3827,89.3956,81.8531,80.303,87.1465,97.3923,102.6495,107.3937,106.8076,109.5354,122.8823,139.0501,163.5239,183.2673,190.8645,205.0849,252.4142,257.7656,258.0988,261.6797,287.336,326.6397,369.2493,401.901,433.7216,356.962,433.1731,479.2393,510.0978,505.6515,506.3388,514.3089,515.9349,577.0871,615.6008,633.0569,590.2331,711.0699,918.7652,865.8797,854.5559,898.7772,935.0438,,,,,,,
AUT.1.0.99.0.DXGT,AUT,1,0,99,0,DXGT,Austria,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,1.0594,1.1243,1.1787,1.2357,1.3451,1.4919,1.5732,1.6998,1.9341,2.3596,2.7871,3.0188,3.4534,4.285,5.9965,6.0551,7.5998,8.5889,9.5715,11.2874,12.5561,14.1809,15.9575,17.3254,19.946,22.581,22.8346,23.5341,26.2466,29.4521,32.5051,33.1835,34.2108,33.8702,37.855,43.9355,45.5825,52.7184,57.1629,61.9825,73.3115,78.9985,83.199,85.8789,95.1649,100.6207,108.9132,119.3874,123.2587,98.2138,115.0788,127.4624,129.6787,131.8844,134.1727,137.757,137.4098,148.7561,156.4287,159.5886,148.2879,171.5413,201.3983,207.0453,202.0313,209.7782,218.6711,,,,,,,
POL.1.0.99.0.DXGT,POL,1,0,99,0,DXGT,Poland,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4705,3.6955,4.3925,5.2219,6.9762,8.2871,9.8535,10.7483,11.0776,11.9435,12.2217,11.8833,11.4597,13.01,14.9266,15.7108,12.2679,10.5721,11.4611,12.283,10.7009,12.0344,10.1582,12.0824,14.494,17.5065,19.254,22.7099,25.1933,25.6701,34.3733,40.1949,43.4992,47.5264,60.3317,71.8892,88.229,102.2594,115.8949,97.8656,120.4825,135.5578,144.2827,154.3438,165.7149,179.5327,184.1712,207.3855,223.213,238.1785,239.2137,288.1805,342.8938,352.8852,352.6344,365.3512,381.9506,,,,,,,
PRT.1.0.99.0.DXGT,PRT,1,0,99,0,DXGT,Portugal,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,0.30676,0.30918,0.34212,0.38885,0.48139,0.53841,0.58609,0.64236,0.70756,0.80514,0.92934,0.98687,1.14639,1.48815,1.90744,1.56193,1.61889,1.77808,1.8986,2.53855,3.33081,3.74524,4.26076,5.13526,6.59415,7.46003,7.35972,8.15509,9.19601,11.50216,12.88041,13.74245,14.48502,13.14108,15.18243,17.2415,19.204,21.124,22.1152,23.026,26.3784,26.9182,27.3985,28.0741,28.7696,31.1372,35.6406,38.294,38.8473,31.6969,37.268,42.8282,45.2129,47.303,48.0536,49.634,50.0387,55.0181,57.8499,59.9028,53.7574,63.6185,78.4025,77.52016,79.3608,83.13298,87.1068,,,,,,,
ROM.1.0.99.0.DXGT,ROM,1,0,99,0,DXGT,Romania,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,0.6748,0.7386,0.7601,0.8493,0.9337,1.0267,1.1006,1.2923,1.4102,1.5866,1.8015,2.0023,2.3195,3.0014,4.0798,4.3032,5.4897,6.1526,6.3391,7.0954,8.6589,10.014,10.332,11.3345,13.5863,14.7014,10.3185,9.6354,10.1222,10.0658,4.6101,3.4847,3.364,4.1777,5.1782,6.1629,6.0204,7.3953,7.4165,7.9923,11.2734,12.7222,14.6751,15.6138,18.9351,22.2552,25.8506,29.5425,33.6791,29.0844,37.3984,45.2839,45.0195,49.5705,52.5003,54.6203,57.3924,62.6156,67.4243,68.6671,61.7753,73.923,91.9731,93.0641,92.3319,97.5782,103.9196,,,,,,,
SVN.1.0.99.0.DXGT,SVN,1,0,99,0,DXGT,Slovenia,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32961,6.08008,6.41393,6.54612,7.38274,8.05859,8.0318,9.4952,10.3468,10.9622,11.2848,13.1532,15.4711,18.5008,21.9794,23.2038,18.6954,22.0268,24.9153,25.0335,25.6147,27.0749,28.7925,29.7422,34.0071,37.423,40.1473,39.2468,48.5441,66.411,67.71439,68.19591,70.87655,74.01922,,,,,,,
SVK.1.0.99.0.DXGT,SVK,1,0,99,0,DXGT,Slovakia,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6702,5.6254,6.5592,6.9548,8.5051,9.5625,9.5808,12.8107,14.0628,15.2345,19.3094,22.3048,25.6327,33.3398,42.6966,48.3696,40.2075,49.7438,57.2972,62.7922,64.5141,64.9129,67.7645,69.6065,73.79,79.1368,79.962,75.5863,87.8683,103.0429,108.5239,108.476,116.5391,124.9578,,,,,,,
FIN.1.0.99.0.DXGT,FIN,1,0,99,0,DXGT,Finland,01 Foreign trade at current prices,Total exports of goods :- Foreign trade statistics ,(Mrd EUR) ,0.93542,0.98656,1.03102,1.07402,1.20489,1.33295,1.40773,1.44062,1.58909,1.94387,2.25586,2.24956,2.62707,3.10864,4.63402,4.42951,5.69474,6.71971,6.72475,8.15633,10.17065,12.54987,13.3446,14.07967,17.08291,17.86819,16.61933,17.33559,18.39693,21.15235,20.86507,18.63754,18.32555,19.94808,24.93729,30.0849,31.4582,36.5692,39.0264,39.6356,49.9159,48.2773,47.7424,47.0043,49.4578,52.6465,61.4891,65.6875,65.5801,45.0635,52.4387,56.8554,56.878,56.0473,55.9732,53.9513,52.3216,60.2392,64.2357,65.6154,57.8744,69.4713,81.8849,76.23681,74.14261,77.28032,80.1316,,,,,,,
