SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
EST.1.0.0.0.NPTD,EST,1,0,0,0,NPTD,Estonia,01 Population,Total population (National accounts) ,1000 persons,1221.207,1234.854,1251.533,1268.905,1287.279,1304.899,1319.041,1329.473,1341.839,1355.986,1370.931,1387.945,1403.632,1417.173,1429.488,1440.76,1451.066,1461.786,1471.843,1480.053,1489.009,1499.54,1510.374,1520.787,1530.737,1540.983,1552.483,1564.61,1574.366,1580.647,1581.698,1573.775,1545.327,1506.053,1474.187,1448.1,1425.2,1406,1393.1,1379.2,1401.3,1392.7,1383.5,1375.2,1366.3,1358.9,1350.7,1342.9,1338.4,1335.7,1333.3,1329.7,1325.2,1320.2,1315.8,1313.3,1315.9,1315.6,1319.13,1324.82,1328.89,1330.07,1331.8,1365.88,1365.99,1366.11,1366.11,,,,,,,
IRL.1.0.0.0.NPTD,IRL,1,0,0,0,NPTD,Ireland,01 Population,Total population (National accounts) ,1000 persons,2834.69,2819.69,2830.69,2850.7,2864.7,2876.7,2884.71,2900.71,2913.71,2926.72,2950.72,2978.73,3024.74,3073.75,3124.77,3177.78,3228.79,3272.8,3314.81,3368.83,3401.83,3443.84,3480.85,3505.86,3529.86,3540.87,3541.87,3542.87,3530.7,3509.5,3505.8,3525.7,3549.1,3563.3,3570.7,3601.3,3626.1,3664.3,3714.18,3754.78,3804.25,3863.8,3931.85,3996.99,4067.35,4160.01,4269.82,4400.18,4496.03,4539.16,4559.77,4578.54,4597.44,4620.04,4652.46,4695.77,4752.46,4821.08,4890.41,4967.46,5034.43,5091.85,5199.75,5295.87,5391.196,5455.89,5510.449,,,,,,,
GRC.1.0.0.0.NPTD,GRC,1,0,0,0,NPTD,Greece,01 Population,Total population (National accounts) ,1000 persons,8331.725,8398.05,8448.233,8479.625,8510.429,8550.333,8613.651,8684.088,8740.765,8772.764,8792.806,8831.036,8888.628,8929.086,8962.021,9046.541,9188.15,9308.479,9429.959,9548.258,9642.505,9729.35,9789.513,9846.627,9895.801,9934.3,9967.213,10000.595,10036.983,10089.498,10196.792,10319.927,10399.061,10460.414,10512.922,10562.16,10608.82,10661.31,10720.57,10761.71,10805.8,10862.15,10902.01,10928.09,10955.16,10987.35,11020.39,11048.5,11077.86,11107.02,11121.38,11104.94,11045.01,10965.21,10892.38,10820.91,10775.98,10754.69,10732.89,10721.57,10698.59,10640.41,10579.18,10548.14,10499.619,10457.62,10423.11,,,,,,,
ESP.1.0.0.0.NPTD,ESP,1,0,0,0,NPTD,Spain,01 Population,Total population (National accounts) ,1000 persons,30263.269,30774.761,31030.823,31304.169,31616.794,31961.967,32330.765,32730.141,33121.095,33449.084,33760.929,34224.49,34604.469,34988.947,35373.335,35757.9,36137.812,36511.638,36864.898,37191.33,37491.165,37758.631,37986.012,38171.525,38330.364,38469.512,38584.624,38684.815,38766.939,38827.764,38867.322,38966.376,39157.685,39361.262,39549.108,39718.9,39884.25,40049.97,40214.07,40369.67,40554.39,40766.05,41423.52,42196.23,42859.17,43662.61,44360.52,45236,45983.17,46367.55,46562.48,46736.26,46749.3,46581.12,46433.05,46384.38,46427.1,46510.46,46715.38,47087.78,47344.85,47346.84,47781.35,48382.51,48943.747,49413.607,49828.681,,,,,,,
FRA.1.0.0.0.NPTD,FRA,1,0,0,0,NPTD,France,01 Population,Total population (National accounts) ,1000 persons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54614.9,54852.9,55134.7,55446,55771.4,56068.8,56339,56616.7,56901.4,57205,57529.8,57866.7,58175.9,58459,58739.5,58985.6,59199.3,59407.3,59611.8,59817,60032.1,60336.3,60745.8,61184.4,61623.7,62052.5,62501.3,62963.9,63393.5,63775.3,64121.2,64440.7,64748.2,65054.6,65361.5,65684.3,66020.6,66313.9,66563.4,66830.3,67134.5,67396.3,67627.3,67871.3,68077.5,68287.5,68519.678,68752.644,68986.403,,,,,,,
HRV.1.0.0.0.NPTD,HRV,1,0,0,0,NPTD,Croatia,01 Population,Total population (National accounts) ,1000 persons,4140.181,4167.292,4196.712,4225.675,4252.876,4280.923,4310.701,4338.683,4365.628,4391.49,4412.252,4431.275,4450.564,4470.161,4490.66,4512.082,4535.934,4559.571,4581.085,4594.778,4599.782,4611.509,4634.235,4658.254,4680.285,4701.418,4721.447,4739.746,4755.208,4767.261,4777.368,4689.023,4575.819,4600.463,4652.024,4620.03,4557.1,4534.92,4532.14,4512.6,4468.3,4300.45,4305.44,4305.56,4308.29,4311.67,4313.01,4312.75,4310.88,4306.32,4296.35,4282.92,4269.06,4254.48,4236.06,4207.99,4172.44,4129.85,4090.87,3987.06,3950.4,3922.94,3917.98,3942.32,3947.839,3942.312,3937.187,,,,,,,
ITA.1.0.0.0.NPTD,ITA,1,0,0,0,NPTD,Italy,01 Population,Total population (National accounts) ,1000 persons,50199.7,50536.35,50879.45,51252,51675.35,52112.35,52519,52900.5,53235.75,53537.95,53821.85,54073.489,54381.345,54751.405,55110.868,55441.001,55718.26,55955.411,56155.143,56317.749,56433.883,56501.675,56543.548,56564.074,56576.718,56593.071,56596.155,56601.931,56629.288,56671.781,56719.239,56758.521,56797.087,56831.821,56843.4,56844.3,56860.3,56890.4,56906.7,56916.3,56942.1,56979.8,57089.8,57399.2,57828.2,58166.7,58399.9,58756.2,59211.2,59555.5,59819.4,60026.8,60191.2,60311.6,60320.7,60229.6,60115.2,60002.3,59877.2,59729.1,59438.9,59133.2,59013.7,58993.5,58996.545,58902.634,58735.817,,,,,,,
CYP.1.0.0.0.NPTD,CYP,1,0,0,0,NPTD,Cyprus,01 Population,Total population (National accounts) ,1000 persons,572.783,574.733,577.4,582.2,586.95,590.8,595.15,599.45,604.3,609.4,614.45,620,627.439,634.789,571.75,502,497.95,497.8,499.65,503.55,509.05,515.25,521.4,528.05,534.95,541.5,547.75,553.75,559.65,567.7,579.9,595.1,611.15,626.05,639.15,650.85,661.3,670.75,679.05,686.7,694,701.5,709.61,718.31,727.98,738.54,750.97,767.13,786.63,808.04,829.45,850.88,863.95,861.94,852.5,845.66,851.56,859.52,870.07,881.95,892,900.35,912.7,927.11,939.162,948.554,958.04,,,,,,,
LVA.1.0.0.0.NPTD,LVA,1,0,0,0,NPTD,Latvia,01 Population,Total population (National accounts) ,1000 persons,2120.979,2152.681,2181.586,2210.919,2240.623,2265.918,2283.217,2301.22,2323.619,2343.173,2359.163,2376.389,2395.674,2415.819,2437.186,2456.13,2470.989,2485.073,2497.921,2505.953,2511.701,2519.421,2531.08,2546.011,2562.047,2578.873,2599.892,2626.583,2653.434,2666.955,2663.15,2650.581,2614.338,2563.29,2520.742,2484.54,2456.95,2433.24,2409.88,2390.11,2367.61,2337.7,2310.38,2288.09,2263,2238.75,2218.66,2201.03,2177.73,2141.99,2097.29,2058.83,2033.65,2012.81,1994.25,1977.31,1959.34,1941.16,1926.25,1913.19,1900.86,1884.75,1886.23,1881.54,1861.489,1847.98,1833.241,,,,,,,
LTU.1.0.0.0.NPTD,LTU,1,0,0,0,NPTD,Lithuania,01 Population,Total population (National accounts) ,1000 persons,2778.55,2823.55,2863.35,2898.95,2935.2,2971.45,3008.05,3044.4,3078.85,3107.321,3139.689,3179.041,3213.622,3244.438,3273.894,3301.652,3328.663,3355.036,3379.514,3397.842,3413.202,3432.947,3457.179,3485.192,3514.205,3544.543,3578.913,3616.367,3655.049,3684.255,3697.8,3704.1,3700.2,3682.9,3657.2,3629.1,3601.61,3575.14,3549.33,3524.24,3499.54,3470.82,3443.07,3415.21,3377.08,3322.53,3269.91,3231.29,3198.23,3162.92,3097.28,3028.12,2989.14,2961.25,2937.25,2911.11,2877.33,2842.64,2819.2,2811.09,2810.37,2808.38,2831.64,2871.59,2884.512,2870.09,2851.403,,,,,,,
LUX.1.0.0.0.NPTD,LUX,1,0,0,0,NPTD,Luxembourg,01 Population,Total population (National accounts) ,1000 persons,332.354,334.464,338.581,342.064,345.969,349.874,352.407,353.568,354.518,356.206,357.97,361.4,362,363,364.4,365.4,365.5,366,366.4,366.7,364.4,365.4,365.5,366,366.4,366.6,368.3,370.7,373.9,377.6,381.9,387.1,392.4,398,403.8,409.51,414.46,419.85,425.2,431.34,436.98,441.86,446.65,452.26,458.51,465.7,472.93,480.7,489.23,498.22,507.54,519.43,531.5,545.33,558.33,569.4,584.13,596.98,608.81,621.53,631.15,641.14,655.28,667.76,678.778,690.996,702.743,,,,,,,
HUN.1.0.0.0.NPTD,HUN,1,0,0,0,NPTD,Hungary,01 Population,Total population (National accounts) ,1000 persons,9983.512,10027.958,10060.825,10087.947,10119.835,10147.935,10178.653,10216.604,10255.815,10298.723,10337.91,10367.537,10398.489,10432.055,10478.72,10540.525,10598.677,10648.031,10684.822,10704.152,10711.122,10711.848,10705.535,10689.463,10668.095,10648.713,10630.564,10612.741,10596.487,10481.718,10373.988,10373.4,10369.341,10357.523,10343.355,10328.97,10311.24,10290.49,10266.57,10237.53,10210.97,10187.58,10158.61,10129.55,10107.15,10087.07,10071.37,10055.78,10038.19,10022.65,10000.02,9971.73,9913.59,9872.73,9833.04,9797.76,9759.76,9726.76,9706.96,9694.82,9670.42,9630.93,9605.07,9592.19,9573.006,9544.287,9515.654,,,,,,,
MLT.1.0.0.0.NPTD,MLT,1,0,0,0,NPTD,Malta,01 Population,Total population (National accounts) ,1000 persons,326.642,327.909,328.103,326.196,321.96,317.136,315.886,316.177,316.202,319.003,320.959,320.718,318.799,301.342,300.734,302.891,304.436,305.627,308.824,311.971,315.26,317.586,320.839,325.446,329.147,334.98,340.624,343.107,346.347,349.911,353.533,357.381,360.768,364.568,368.082,370.88,373.11,375.34,377.61,379.44,386.2,393.16,396.08,398.69,401.39,403.94,405.35,406.83,409.51,412.61,414.57,416.38,419.76,425.23,433.9,444.4,454.58,467.39,484.38,504.56,515.35,518.17,532,553.58,572.955,587.279,599.025,,,,,,,
NLD.1.0.0.0.NPTD,NLD,1,0,0,0,NPTD,Netherlands,01 Population,Total population (National accounts) ,1000 persons,11486.631,11638.712,11805.689,11965.966,12127.12,12294.732,12456.251,12598.201,12729.721,12873,13032,13194,13330,13438,13543,13660,13773,13856,13939,14034,14148,14247,14312,14368,14423,14488,14567,14664,14760,14846,14947,15068,15182,15290,15381,15459,15530,15611,15707,15812,15926,16046,16149,16225,16282,16320,16346,16382,16446,16530,16615,16693,16755,16804,16865,16940,17030,17131,17232,17345,17442,17533,17701,17877,17980.687,18070.59,18151.908,,,,,,,
AUT.1.0.0.0.NPTD,AUT,1,0,0,0,NPTD,Austria,01 Population,Total population (National accounts) ,1000 persons,7047.44,7086.3,7129.86,7175.81,7223.8,7270.89,7322.07,7377,7415.4,7441.06,7467.09,7500.48,7544.2,7586.12,7599.04,7578.9,7565.53,7568.43,7562.31,7549.43,7549.43,7568.71,7574.14,7561.91,7561.43,7564.98,7569.79,7574.59,7585.32,7619.57,7677.85,7754.89,7840.71,7905.63,7936.12,7948.28,7959.02,7968.04,7976.79,7992.32,8011.57,8042.29,8082.12,8118.25,8169.44,8225.28,8267.95,8295.19,8321.54,8341.48,8361.07,8388.53,8426.31,8477.23,8543.93,8629.52,8739.81,8795.07,8837.71,8877.64,8916.85,8951.54,9052.87,9130.73,9158.122,9181.017,9203.052,,,,,,,
POL.1.0.0.0.NPTD,POL,1,0,0,0,NPTD,Poland,01 Population,Total population (National accounts) ,1000 persons,29575.407,29901.273,30245.052,30647.707,31074.262,31379.123,31614.679,31920.193,32227.049,32480.163,32595.92,32714.871,32986.451,33287.37,33608.395,33943.991,34284.378,34616.432,34892.403,35173.43,35499.678,35823.437,36154.635,36495.248,36826.878,37124.006,37377.708,37589.19,37745.304,37882.06,38031,38109,38173,38221,38252,38275,38289,38292,38284,38270,38255.95,38250.79,38232.3,38195.18,38180.25,38161.31,38132.28,38115.97,38115.91,38483.5,38042.4,38051.03,38059.13,38031.63,38006.15,37981.59,37956.78,37962.32,37956.27,37948.14,37165.86,36972.73,37779.21,37630.45,37581.53,37543.949,37506.405,,,,,,,
PRT.1.0.0.0.NPTD,PRT,1,0,0,0,NPTD,Portugal,01 Population,Total population (National accounts) ,1000 persons,8857.716,8929.316,8993.985,9030.355,9035.365,8998.595,8930.99,8874.52,8836.65,8757.705,8680.431,8643.756,8630.43,8633.1,8754.365,9093.47,9355.81,9455.675,9558.25,9661.265,9766.312,9851.362,9911.77,9957.865,9996.232,10023.613,10032.733,10030.031,10019.61,10005,9983.218,9960.235,9952.494,9964.675,9991.525,10026.18,10063.95,10108.98,10160.2,10217.83,10289.9,10362.72,10419.63,10458.82,10483.86,10503.33,10522.29,10542.96,10558.18,10568.25,10573.1,10565.84,10531.42,10473.99,10419.61,10381.84,10356.52,10340.12,10334.63,10354.45,10384.85,10407.71,10468.87,10578.17,10671.258,10713.943,10739.656,,,,,,,
ROM.1.0.0.0.NPTD,ROM,1,0,0,0,NPTD,Romania,01 Population,Total population (National accounts) ,1000 persons,18474.26,18638.39,18752.628,18885.538,18999.977,19100.663,19214.5,19359.054,19796.934,20006.212,20247.434,20458.573,20654.934,20832.632,21026.352,21290.467,21548.48,21752.912,21948.251,22087.255,22204.032,22349.799,22472.452,22557.176,22637.234,22729.672,22833.499,22946.072,23054.287,23158.069,23198.439,22997.789,22790.948,22759.949,22726.884,22680.95,22607.62,22545.93,22502.8,22458.02,22435.21,22408.39,21675.78,21574.37,21451.85,21319.67,21193.75,20882.98,20537.85,20367.44,20246.8,20147.66,20060.18,19988.69,19916.45,19822.25,19706.42,19592.93,19483.84,19394.23,19296.08,19140.43,19052.69,19063.66,19073.192,19054.119,19035.065,,,,,,,
SVN.1.0.0.0.NPTD,SVN,1,0,0,0,NPTD,Slovenia,01 Population,Total population (National accounts) ,1000 persons,1584.72,1594.131,1603.649,1616.971,1632.114,1649.16,1669.905,1689.528,1704.546,1713.874,1724.891,1738.335,1752.233,1766.697,1776.132,1793.581,1820.249,1842.376,1862.548,1882.599,1901.315,1906.53,1910.334,1922.321,1932.154,1941.641,1965.964,1989.776,1995.196,1996.351,1998.161,1999.429,1996.498,1991.746,1989.443,1988.69,1989.86,1986.33,1982.35,1983.71,1989.4,1991.95,1995.03,1996.28,1997.27,2000.81,2007.85,2018.87,2021.97,2041.66,2048.82,2052.84,2056.77,2059.55,2061.8,2063.3,2064.63,2065.82,2071.96,2089.01,2102.8,2107.73,2109.39,2120.54,2125.603,2130.175,2134.759,,,,,,,
SVK.1.0.0.0.NPTD,SVK,1,0,0,0,NPTD,Slovakia,01 Population,Total population (National accounts) ,1000 persons,4068.094,4191.667,4238.188,4282.017,4327.341,4370.983,4411.666,4449.367,4483.915,4518.607,4538.223,4557.449,4596.621,4641.445,4689.623,4739.105,4789.506,4840.501,4890.125,4938.973,4979.815,5016.105,5055.099,5091.971,5127.097,5161.768,5193.838,5222.84,5250.596,5275.942,5299.187,5303.294,5305.016,5325,5346.9,5363.36,5373.65,5383.47,5390.84,5395.61,5400.7,5379.53,5378.66,5379.33,5382.36,5387.1,5390.92,5396.57,5405.86,5417.76,5429.97,5398.11,5406.24,5413,5418.56,5422.34,5430.8,5438.39,5446.01,5453.24,5460.51,5440.66,5457.17,5457.49,5468.405,5455.281,5441.643,,,,,,,
FIN.1.0.0.0.NPTD,FIN,1,0,0,0,NPTD,Finland,01 Population,Total population (National accounts) ,1000 persons,4429.634,4461.005,4491.443,4523.309,4548.543,4563.732,4580.869,4605.744,4626.469,4623.785,4606,4612,4640,4666,4691,4711.4,4725.7,4738.9,4752.5,4764.7,4779.5,4800,4826.9,4855.8,4881.8,4902.2,4918.2,4932.1,4946.5,4964.4,4986.4,5013.7,5042,5066.4,5088.3,5107.8,5124.6,5139.8,5153.5,5165.5,5176.2,5188,5200.6,5213,5228.2,5246.1,5266.3,5288.7,5313.4,5338.9,5363.4,5388.3,5414,5439,5462.5,5480.5,5495.3,5508.2,5516.2,5521.6,5530.7,5541.5,5556.9,5577.4,5614.708,5640.075,5645.572,,,,,,,
SWE.1.0.0.0.NPTD,SWE,1,0,0,0,NPTD,Sweden,01 Population,Total population (National accounts) ,1000 persons,7484.656,7519.997,7561.588,7604.327,7661.353,7733.853,7807.797,7867.931,7912.273,7968.072,8042.8,8098.334,8122.3,8136.312,8159.955,8192.437,8222.286,8251.54,8275.599,8293.678,8310,8320,8325,8329,8337,8350,8370,8398,8436,8493,8559,8617,8668,8714.5,8785.25,8829.75,8842.25,8846.75,8851.75,8857.5,8871.25,8896.75,8926.75,8957.75,8993.5,9026.75,9083.25,9146,9218.1,9296.5,9377,9448.8,9517.25,9598.95,9697.03,9799.19,9923.08,10057.7,10175.21,10278.89,10353.44,10415.81,10512.12,10592.7,10603.293,10624.499,10640.436,,,,,,,
GBR.1.0.0.0.NPTD,GBR,1,0,0,0,NPTD,United Kingdom,01 Population,Total population (National accounts) ,1000 persons,52372.12,52807.121,53292.122,53625.123,53991.124,54350.125,54643.125,54959.126,55214.127,55461.127,55632.127,55928.128,56097.129,56223.129,56236.129,56226.129,56216.129,56190.129,56178.129,56240.129,56330.129,56358.129,56291.129,56316.129,56409.129,56554.13,56684.13,56804.13,56916.13,57077.131,57238.131,57439.132,57585.132,57714.132,57862.133,58025.133,58164.133,58314.134,58475.134,58684.134,58886.135,59113.135,59366.136,59637.137,59950.137,60413.138,60827.139,61319.14,61824.142,62261.143,62760.144,63285.145,63710.843,64138.721,64619.493,65088.058,65607.141,65965.992,66288.927,66630.707,66744.067,66983.488,67603.461,68349.455,68827.901,69309.697,69794.864,,,,,,,
